Locality;Country;Continent;Subcontinent;Locality_type;X;Y;Assemblage_name;Assemblage_id;Assemblage_category;Age_MIN;Age_MAX;Geolayer;Archaeological_category;Archaeological_culture;Technocomplex;Lithic_piece_number
Grotte Boccard;France;Europe;Western Europe;cave;4.587;47.255;Mousterian occupation;3;human remains, raw material, technology, typology;40000;71000;Unit 6 (5);typology, technology;Middle Paleolithic;Late Mousterian - Eurasia;-1
Grotte Mandrin;France;Europe;Western Europe;cave;4.771;44.47;B2 post Néronien II;2;technology, typology;30000;50000;Unit B;typology, technology;Middle Paleolithic;Late Mousterian - Eurasia;4499
Grotte Mandrin;France;Europe;Western Europe;cave;4.771;44.47;B3 post Néronien II;3;raw material, technology, typology;30000;50000;Unit B;technology, typology;Middle Paleolithic;Late Mousterian - Eurasia;6172
Grotte Mandrin;France;Europe;Western Europe;cave;4.771;44.47;C1 post Néronien II;4;raw material, technology, typology;30000;50000;Unit C;typology, technology;Middle Paleolithic;Late Mousterian - Eurasia;7180
Grotte Mandrin;France;Europe;Western Europe;cave;4.771;44.47;C2 post Néronien II;5;raw material, technology, typology;30000;50000;Unit C;typology, technology;Middle Paleolithic;Late Mousterian - Eurasia;14597
Grotte Mandrin;France;Europe;Western Europe;cave;4.771;44.47;E Néronien;6;organic tools, raw material, symbolic artifacts, technology, typology;45000;55000;Unit E;organic tools, symbolic artifacts, technology, typology;Middle Paleolithic;Late Mousterian - Eurasia;9077
Grotte Mandrin;France;Europe;Western Europe;cave;4.771;44.47;D post Néronien I;7;raw material, technology, typology;45000;55000;Unit D;typology, technology;Middle Paleolithic;Late Mousterian - Eurasia;6714
Grotte Mandrin;France;Europe;Western Europe;cave;4.771;44.47;F Quina Moustérien;8;raw material, technology, typology;45000;57000;Unit F;technology, typology;Middle Paleolithic;Late Mousterian - Eurasia;2902
Grotte de Néron;France;Europe;Western Europe;cave;4.848;44.883;niveau I (1950s);1;miscellaneous finds, raw material, technology, typology;35000;50000;Unit 2;typology, miscellaneous finds, technology;Middle Paleolithic;Late Mousterian - Eurasia;346
Grotte de Néron;France;Europe;Western Europe;cave;4.848;44.883;niveau II (1950s);2;miscellaneous finds, organic tools, raw material, technology, typology;35000;50000;Unit 4;technology, miscellaneous finds, typology, organic tools;Middle Paleolithic;Late Mousterian - Eurasia;1172
Grotte de Néron;France;Europe;Western Europe;cave;4.848;44.883;niveau III (1950s);3;raw material, technology, typology;35000;50000;Unit 7;technology, typology;Middle Paleolithic;Late Mousterian - Eurasia;199
Grotte de Néron;France;Europe;Western Europe;cave;4.848;44.883;niveau 1 (1990s);4;typology;35000;50000;Unit II;typology;Middle Paleolithic;Late Mousterian - Eurasia;917
Grotte de Néron;France;Europe;Western Europe;cave;4.848;44.883;niveau 2 (1990s);5;typology;35000;50000;Unit III;typology;Middle Paleolithic;Late Mousterian - Eurasia;115
Grotte de la Chênelaz;France;Europe;Western Europe;cave;5.536;45.909;Layer 5 - sequence I (Lithics);1;raw material, typology;29000;57000;Unit 5;typology;Middle Paleolithic;Late Mousterian - Eurasia;51
Grotte de la Chênelaz;France;Europe;Western Europe;cave;5.536;45.909;Layer 6 - sequence II (Lithics);2;raw material, typology;29000;71000;Unit 6;typology;Middle Paleolithic;Late Mousterian - Eurasia;71
Grotte de la Crouzade;France;Europe;Western Europe;cave;3.09;43.131;Mousterian (C6);3;raw material, technology, typology;40000;50000;Unit 11;technology, typology;Middle Paleolithic;Late Mousterian - Eurasia;257
Grotte de la Crouzade;France;Europe;Western Europe;cave;3.09;43.131;Mousterian (C7);4;raw material, technology, typology;40000;50000;Unit 12;typology, technology;Middle Paleolithic;Late Mousterian - Eurasia;1454
Grotte de la Crouzade;France;Europe;Western Europe;cave;3.09;43.131;Mousterian (C8);5;raw material, technology, typology;40000;50000;Unit 12;technology, typology;Middle Paleolithic;Late Mousterian - Eurasia;274
Grotte de la Mère Grand - Rully;France;Europe;Western Europe;cave;4.725;46.871;Upper assemblage;1;raw material, technology, typology;40000;71000;Unit 2;typology, technology;Middle Paleolithic;Late Mousterian - Eurasia;15
Grotte de la Mère Grand - Rully;France;Europe;Western Europe;cave;4.725;46.871;Lower assemblage;2;miscellaneous finds, raw material, technology, typology;57000;100000;Unit 5;typology, miscellaneous finds, technology;Middle Paleolithic;Late Mousterian - Eurasia;377
Grotte du Figuier;France;Europe;Western Europe;cave;4.547;44.32;Mousterian layer 1(I) (old excavation);4;raw material, technology, typology;29000;71000;Unit h;technology, typology;Middle Paleolithic;Late Mousterian - Eurasia;140
Ioton;France;Europe;Western Europe;open air;4.603;43.835;Mousterian (lithics);1;raw material, technology, typology;40000#40000;60000#60000;Unit A#Unit Ag;technology, typology;Middle Paleolithic;Late Mousterian - Eurasia;1676
Jupiter;France;Europe;Western Europe;open air;-1.453;43.479;Jupiter Niveau 25 Archaeological Assemblage;1;raw material, typology, technology;45000;55000;Complex II C4;typology, technology;Middle Paleolithic;Late Mousterian - Eurasia;240
Jupiter;France;Europe;Western Europe;open air;-1.453;43.479;Jupiter Niveau 35 Archaeological Assemblage;2;raw material, typology, technology;45000;55000;Complex II C4;technology, typology;Middle Paleolithic;Late Mousterian - Eurasia;251
Jupiter;France;Europe;Western Europe;open air;-1.453;43.479;Jupiter Niveau 40 Archaeological Assemblage;3;raw material, typology, technology;45000;55000;Complex II C4;technology, typology;Middle Paleolithic;Late Mousterian - Eurasia;402
La Chapelle-aux-Saints;France;Europe;Western Europe;cave;1.723;44.987;La Chapelle-aux-Saints Unit 1 Archaeological Assemblage;1;feature, miscellaneous finds, raw material, technology, typology;40000;71000;Unit 1;miscellaneous finds, technology, typology, feature;Middle Paleolithic;Late Mousterian - Eurasia;2300
La Chapelle-aux-Saints;France;Europe;Western Europe;cave;1.723;44.987;La Chapelle-aux-Saints Archaeological Collection Ecole Bossuet;2;raw material, technology, typology;40000;71000;Unit 1;technology, typology;Middle Paleolithic;Late Mousterian - Eurasia;183
Lapa do Picareiro;Portugal;Europe;Southern Europe;cave;-8.653;39.53;level JJ (Mousterian) lithics;4;raw material, technology, typology;44000;54000;Unit JJ (lower);technology, typology;Middle Paleolithic;Late Mousterian - Eurasia;52
Le Rozel;France;Europe;Western Europe;open air;-1.84;49.472;D3-1 (Cliquet);3;feature;71000;84500;Unit D3c;feature;Middle Paleolithic;Late Mousterian - Eurasia;-1
Le Rozel;France;Europe;Western Europe;open air;-1.84;49.472;D3-2 (Cliquet);4;feature;71000;84500;Unit D3c;feature;Middle Paleolithic;Late Mousterian - Eurasia;-1
Le Rozel;France;Europe;Western Europe;open air;-1.84;49.472;D3-3 (Cliquet);5;feature;84500;91500;Unit D3b;feature;Middle Paleolithic;Late Mousterian - Eurasia;-1
Le Rozel;France;Europe;Western Europe;open air;-1.84;49.472;D3-4 (Cliquet);6;feature;84500;91500;Unit D3b;feature;Middle Paleolithic;Late Mousterian - Eurasia;-1
Le Rozel;France;Europe;Western Europe;open air;-1.84;49.472;D3-5 (Cliquet);7;feature;84500;91500;Unit D3b;feature;Middle Paleolithic;Late Mousterian - Eurasia;-1
Le Rozel;France;Europe;Western Europe;open air;-1.84;49.472;D3-6 (Cliquet);8;feature;85000;100000;Unit D3a;feature;Middle Paleolithic;Late Mousterian - Eurasia;-1
Les Bossats - Ormesson;France;Europe;Western Europe;open air;2.662;48.251;Mousterian (lithics);4;feature, function, miscellaneous finds, raw material, technology, typology;40000;57000;Unit 6;typology, function, feature, technology, miscellaneous finds;Middle Paleolithic;Late Mousterian - Eurasia;736
Raj Cave;Poland;Europe;Central Europe;cave;20.499;50.825;Raj Cave lower horizon assemblage;1;feature, raw material, technology, typology;43000;50000;Raj Cave layer 4;feature, typology, technology;Middle Paleolithic;Late Mousterian - Eurasia;432
Raj Cave;Poland;Europe;Central Europe;cave;20.499;50.825;Raj Cave upper horizon assemblage;2;miscellaneous finds, raw material, technology, typology;43000;50000;Raj Cave layer 6;typology, technology, miscellaneous finds;Middle Paleolithic;Late Mousterian - Eurasia;347
Trou Al Wesse;Belgium;Europe;Western Europe;cave;5.294;50.43;Trou Al Wesse Layer 17 Archaeological Assemblage;1;raw material, technology, typology;37600#37600#37600;43400#43400#43400;layer 17a#layer 17b#layer 17c;technology, typology;Middle Paleolithic;Late Mousterian - Eurasia;245
Trou Al Wesse;Belgium;Europe;Western Europe;cave;5.294;50.43;Trou Al Wesse Layer 17a Archaeological Assemblage;2;raw material, technology, typology;37600;43400;layer 17a;technology, typology;Middle Paleolithic;Late Mousterian - Eurasia;377
Trou Al Wesse;Belgium;Europe;Western Europe;cave;5.294;50.43;Trou Al Wesse Layer 17b Archaeological Assemblage;3;raw material, technology, typology;37600;43400;layer 17b;technology, typology;Middle Paleolithic;Late Mousterian - Eurasia;100
Vergisson - Locus I;France;Europe;Western Europe;cave;4.727;46.308;Vergisson - Locus I terrace layer 2 lithics;1;raw material, typology;0;57000;Unit 2;typology;Middle Paleolithic;Late Mousterian - Eurasia;-1
Vergisson - Locus I;France;Europe;Western Europe;cave;4.727;46.308;Vergisson - Locus I terrace layer 3 lithics;2;raw material, typology;0;57000;Unit 3;typology;Middle Paleolithic;Late Mousterian - Eurasia;-1
Vergisson - Locus I;France;Europe;Western Europe;cave;4.727;46.308;Vergisson - Locus I terrace layer 4 lithics;3;raw material, typology;29000;71000;Unit 4;typology;Middle Paleolithic;Late Mousterian - Eurasia;-1
Vergisson - Locus I;France;Europe;Western Europe;cave;4.727;46.308;Vergisson - Locus I terrace layer 5a lithics;4;raw material, typology;29000;116500;Unit 5a;typology;Middle Paleolithic;Late Mousterian - Eurasia;-1
Vergisson - Locus II;France;Europe;Western Europe;cave;4.718;46.313;Vergisson II - Layer 2 (lithics);1;human remains, organic tools, raw material, typology;29000;71000;Unit 2;organic tools, typology;Middle Paleolithic;Late Mousterian - Eurasia;-1
Vergisson - Locus IV;France;Europe;Western Europe;cave;4.724;46.309;Vergisson - Locus IV layer 1 (lithics);1;raw material, technology, typology;29000#29000#29000#29000#29000;71000#71000#71000#71000#71000;Unit h#Unit i#Unit j#Unit k#Unit l;typology, technology;Middle Paleolithic;Late Mousterian - Eurasia;331
