Locality;Country;Continent;Subcontinent;Locality_type;X;Y;Assemblage_name;Assemblage_id;Assemblage_category;Age_MIN;Age_MAX;Geolayer;Archaeological_category;Archaeological_culture;Technocomplex;Lithic_piece_number
Le Moustier_Abri inférieur;France;Europe;Western Europe;rock shelter;1.06;44.994;Le Moustier_Abri inférieur Unit H Archaeological Assemblage;4;miscellaneous finds, raw material, technology, typology;38400;49300;Unit H;miscellaneous finds, typology, technology;Middle Paleolithic;Mousterian of Acheulean Tradition;-1
Le Moustier_Abri inférieur;France;Europe;Western Europe;rock shelter;1.06;44.994;Le Moustier_Abri inférieur Unit G Archaeological Assemblage;5;miscellaneous finds, raw material, technology, typology;40700;60800;Unit G;typology, technology, miscellaneous finds;Middle Paleolithic;Mousterian of Acheulean Tradition;2729
Maasvlakte 2;Netherlands;Europe;Western Europe;open air, quarry;3.987;51.92;Mousterian of Acheulean Tradition;2;raw material, typology;35000#40000#40000;70000#70000#70000;MV2-3#MV2-4#MV2-5;typology;Middle Paleolithic;Mousterian of Acheulean Tradition;3
Mander;Netherlands;Europe;Western Europe;open air;6.826;52.445;Surface finds;1;raw material, typology;40000;70000;Plowed top soil;typology;Middle Paleolithic;Mousterian of Acheulean Tradition;103
Pech de l Azé I;France;Europe;Western Europe;cave;1.254;44.859;Pech de l Azé I Layer 7 Archaeological Assemblage;1;raw material, technology, typology;34000;58000;Layer 7;typology, technology;Middle Paleolithic;Mousterian of Acheulean Tradition;1836
Pech de l Azé I;France;Europe;Western Europe;cave;1.254;44.859;Pech de l Azé I Layer 6 Archaeological Assemblage;2;raw material, technology, typology;36640;55700;Layer 6;typology, technology;Middle Paleolithic;Mousterian of Acheulean Tradition;1769
Pech de l Azé I;France;Europe;Western Europe;cave;1.254;44.859;Pech de l Azé I Layer 5 Archaeological Assemblage;3;raw material, technology, typology;43000;58000;Layer 5;typology, technology;Middle Paleolithic;Mousterian of Acheulean Tradition;626
Pech de l Azé I;France;Europe;Western Europe;cave;1.254;44.859;Pech de l Azé I Layer 4 Archaeological Assemblage;4;feature, miscellaneous finds, raw material, technology, typology;48800;53600;Layer 4;technology, typology, feature, miscellaneous finds;Middle Paleolithic;Mousterian of Acheulean Tradition;18458
Pech de l Azé IV;France;Europe;Western Europe;collapsed cave;1.255;44.858;Pech de l Azé IV Unit I-B Archaeologial Assemblage;10;miscellaneous finds, raw material, technology, typology;40360;59600;Layer 3B;typology, miscellaneous finds, technology;Middle Paleolithic;Mousterian of Acheulean Tradition;9987
Pech de l Azé IV;France;Europe;Western Europe;collapsed cave;1.255;44.858;Pech de l Azé IV Unit I-A Archaeologial Assemblage;11;miscellaneous finds, raw material, technology, typology;37030;57000;Layer 3A;technology, miscellaneous finds, typology;Middle Paleolithic;Mousterian of Acheulean Tradition;6400
Quincay;France;Europe;Western Europe;cave;0.236;46.607;La Grande Roche de la Plématrie Unit Egc Arch. Assemblage;4;raw material, technology, typology;40000;70000;Unit Egc;typology, technology;Middle Paleolithic;Mousterian of Acheulean Tradition;-1
Rheindahlen;Germany;Europe;Central Europe;open air;6.368;51.14;Rheindahlen Archaeological Assemblage A3;3;raw material, typology, technology;11780;115000;Loess Loam;typology, technology;Middle Paleolithic;Mousterian of Acheulean Tradition;85
Zandmotor;Netherlands;Europe;Western Europe;open air;4.185;52.053;Mousterian of Acheulean Tradition;3;raw material, typology;35000#46600;47600#76000;Zandmotor layer 4 Unit B4#Zandmotor layer 5 Unit B2;typology;Middle Paleolithic;Mousterian of Acheulean Tradition;1
